movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
movie_20,user_1512,4.0,838990924,1,1995,Action,Comedy,Crime,873,2.89,0.93,280.0,485.0,276.0,105.0,224.0,62,1992,7.54,3.69,0.69,Drama,Action,Comedy,Thriller,Romance
movie_204,user_2162,4.0,836418450,1,1995,Action,,,1782,2.97,1.06,261.0,377.0,440.0,11.0,589.0,39,1993,1.47,3.82,1.0,Drama,Adventure,Action,Thriller,Romance
movie_253,user_16576,3.0,835020022,0,1994,Drama,Horror,,6010,3.5,0.94,208.0,161.0,329.0,434.0,292.0,18,1993,1.85,3.78,0.65,Adventure,Drama,Action,Thriller,Sci-Fi
movie_253,user_28426,4.5,1068854806,1,1994,Drama,Horror,,6010,3.5,0.94,799.0,780.0,370.0,380.0,150.0,26,1993,2.74,4.12,0.99,Comedy,Action,Thriller,Drama,Adventure
movie_253,user_2904,3.0,832706296,0,1994,Drama,Horror,,6010,3.5,0.94,300.0,318.0,150.0,296.0,,16,1993,1.34,3.19,0.91,Drama,Crime,Thriller,Adventure,IMAX
movie_258,user_21331,4.0,836938492,1,1995,Adventure,Children,Comedy,365,2.59,1.04,188.0,340.0,378.0,421.0,274.0,100,1993,6.43,4.25,0.94,Drama,Comedy,Romance,Action,Thriller
movie_267,user_21331,5.0,836937729,1,1995,Comedy,,,813,2.91,1.12,616.0,491.0,249.0,281.0,60.0,100,1993,6.26,4.38,0.93,Drama,Romance,Comedy,Action,Thriller
movie_272,user_27248,4.0,962796038,1,1994,Comedy,Drama,,1708,3.76,0.88,515.0,300.0,58.0,949.0,971.0,18,1977,21.98,3.83,0.71,Drama,Romance,Action,Thriller,Adventure
movie_276,user_21331,5.0,836937328,1,1994,Comedy,Romance,,1214,2.97,0.95,6.0,353.0,277.0,193.0,551.0,74,1993,1.47,4.45,0.85,Drama,Romance,Comedy,Action,Thriller
movie_281,user_21331,5.0,836937658,1,1994,Comedy,Drama,Romance,870,3.66,0.88,60.0,338.0,303.0,376.0,477.0,100,1993,5.82,4.37,0.92,Drama,Romance,Comedy,Action,Thriller
movie_282,user_4937,4.5,1078846353,1,1994,Drama,,,2426,3.39,1.0,609.0,552.0,628.0,509.0,17.0,53,1988,17.25,3.21,1.31,Drama,Romance,Comedy,Thriller,Children
movie_292,user_24504,3.0,833131822,0,1995,Action,Drama,Sci-Fi,5649,3.4,0.86,318.0,329.0,595.0,153.0,349.0,15,1993,1.86,3.53,1.19,Drama,Crime,Adventure,Action,Thriller
movie_293,user_15634,4.5,1191620824,1,1994,Action,Crime,Drama,5587,4.06,0.81,246.0,97.0,608.0,778.0,306.0,11,1993,5.74,3.27,0.85,Crime,Drama,Thriller,Comedy,Action
movie_293,user_26112,2.0,966712868,0,1994,Action,Crime,Drama,5587,4.06,0.81,866.0,898.0,969.0,529.0,593.0,51,1986,17.87,3.45,0.86,Comedy,Romance,Drama,Adventure,Action
movie_293,user_29549,3.5,1187297372,1,1994,Action,Crime,Drama,5587,4.06,0.81,541.0,593.0,50.0,288.0,508.0,40,1992,4.53,2.74,1.17,Thriller,Crime,Comedy,Drama,Action
movie_296,user_8304,4.0,828497783,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,34.0,638.0,25.0,6.0,16.0,12,1993,1.93,3.08,1.0,Drama,Romance,Crime,Action,Thriller
movie_300,user_24504,4.0,833131848,1,1994,Drama,,,4445,3.68,0.82,161.0,339.0,10.0,318.0,329.0,19,1993,1.8,3.58,1.07,Drama,Thriller,Adventure,Crime,Action
movie_316,user_24504,3.0,833131793,0,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,329.0,595.0,153.0,349.0,590.0,12,1993,2.07,3.58,1.31,Drama,Adventure,Crime,Action,Thriller
movie_317,user_14899,3.0,864503594,0,1994,Comedy,Drama,Fantasy,3486,3.14,1.0,364.0,595.0,105.0,593.0,527.0,29,1993,5.45,3.93,0.88,Drama,Thriller,Crime,Action,Adventure
movie_317,user_9009,3.0,1141761177,0,1994,Comedy,Drama,Fantasy,3486,3.14,1.0,782.0,830.0,344.0,368.0,500.0,34,1990,12.46,3.22,0.63,Drama,Comedy,Thriller,Romance,Adventure
movie_318,user_18947,5.0,1193734418,1,1994,Crime,Drama,,13826,4.45,0.72,308.0,307.0,,,,4,1994,1.26,3.5,1.91,Drama,Comedy,,,
movie_32,user_1436,5.0,840203149,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,589.0,457.0,593.0,296.0,,22,1993,1.74,3.14,0.77,Thriller,Crime,Action,Sci-Fi,Horror
movie_32,user_28197,4.0,1037945460,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,589.0,924.0,260.0,750.0,541.0,21,1990,9.29,3.86,0.96,Adventure,Sci-Fi,Drama,Action,War
movie_337,user_18634,4.0,1140927723,1,1993,Drama,,,3889,3.76,0.86,515.0,475.0,949.0,971.0,924.0,26,1971,22.74,3.85,0.61,Drama,Romance,Adventure,Comedy,Thriller
movie_338,user_23843,3.0,864047605,0,1995,Action,Sci-Fi,Thriller,984,2.99,0.95,941.0,379.0,423.0,256.0,917.0,100,1983,20.52,3.76,0.82,Drama,Romance,Comedy,Thriller,Adventure
movie_339,user_28135,5.0,850845892,1,1995,Comedy,Romance,,5030,3.52,0.92,150.0,11.0,50.0,34.0,708.0,14,1995,0.73,4.0,0.88,Romance,Drama,Comedy,Adventure,Thriller
movie_339,user_29549,2.5,1159722621,0,1995,Comedy,Romance,,5030,3.52,0.92,18.0,527.0,367.0,296.0,356.0,23,1994,1.33,2.67,1.23,Comedy,Drama,Thriller,Crime,War
movie_342,user_1512,2.0,838990697,0,1994,Comedy,,,2568,3.52,1.02,485.0,276.0,105.0,224.0,168.0,50,1993,1.64,3.86,0.64,Drama,Action,Comedy,Thriller,Romance
movie_344,user_15271,1.0,1008099291,0,1994,Comedy,,,8273,2.98,1.11,903.0,882.0,922.0,527.0,904.0,38,1984,18.19,3.74,0.86,Drama,Romance,Thriller,Comedy,Mystery
movie_344,user_16576,3.0,835019560,0,1994,Comedy,,,8273,2.98,1.11,590.0,150.0,380.0,,,4,1992,2.94,3.75,0.5,Adventure,Drama,Action,Thriller,Romance
movie_344,user_28426,4.0,1068677328,1,1994,Comedy,,,8273,2.98,1.11,357.0,589.0,527.0,593.0,318.0,16,1992,3.18,4.12,1.26,Comedy,Drama,Fantasy,Romance,Crime
movie_344,user_29210,2.5,1296984871,0,1994,Comedy,,,8273,2.98,1.11,34.0,588.0,356.0,377.0,745.0,19,1991,9.18,2.89,1.57,Drama,Romance,Comedy,Children,Action
movie_346,user_23843,3.0,864047296,0,1993,Drama,Musical,,265,3.36,0.83,936.0,930.0,955.0,933.0,965.0,100,1984,19.51,3.71,0.78,Drama,Romance,Comedy,Thriller,Adventure
movie_349,user_21331,3.0,836936641,0,1994,Action,Crime,Drama,6309,3.64,0.81,588.0,165.0,380.0,590.0,592.0,6,1992,2.59,4.5,0.84,Action,Thriller,Adventure,Crime,Comedy
movie_349,user_24269,3.0,856817200,0,1994,Action,Crime,Drama,6309,3.64,0.81,912.0,300.0,800.0,318.0,232.0,56,1993,7.57,3.02,1.07,Drama,Comedy,Thriller,Romance,Crime
movie_350,user_23843,5.0,839631197,1,1994,Drama,Mystery,Thriller,3475,3.48,0.81,11.0,440.0,527.0,586.0,39.0,53,1993,1.58,3.55,1.15,Drama,Thriller,Comedy,Romance,Action
movie_353,user_27248,3.0,962837787,0,1994,Action,Crime,Fantasy,3640,3.5,1.0,521.0,165.0,707.0,587.0,733.0,78,1986,16.09,3.62,0.72,Comedy,Drama,Thriller,Romance,Crime
movie_360,user_3210,3.0,1119471576,0,1994,Action,Comedy,,482,2.74,0.92,485.0,379.0,153.0,208.0,442.0,69,1989,14.56,3.65,0.79,Action,Adventure,Thriller,Comedy,Sci-Fi
movie_367,user_23459,4.0,1043551071,1,1994,Action,Comedy,Crime,7577,3.16,1.0,521.0,,,,,7,1994,0.98,2.29,1.11,Thriller,Crime,,,
movie_376,user_24269,3.0,856815307,0,1994,Action,Thriller,,2485,3.28,0.85,608.0,733.0,36.0,17.0,,12,1995,0.51,3.0,0.95,Drama,Thriller,Crime,Action,Romance
movie_377,user_25969,2.5,1309039796,0,1994,Action,Romance,Thriller,9053,3.49,0.94,32.0,780.0,,,,4,1994,1.26,3.38,0.75,Sci-Fi,Thriller,Action,Adventure,Mystery
movie_412,user_23843,3.0,839633508,0,1993,Drama,,,998,3.57,0.93,529.0,262.0,596.0,198.0,514.0,100,1992,8.39,3.75,0.77,Drama,Thriller,Romance,Comedy,Action
movie_427,user_8304,3.0,828497783,0,1993,Drama,Mystery,Romance,736,2.6,1.15,349.0,218.0,224.0,432.0,434.0,20,1993,1.55,3.25,1.02,Drama,Thriller,Crime,Comedy,Action
movie_432,user_21331,3.0,836936956,0,1994,Adventure,Comedy,Western,2737,2.74,0.94,50.0,367.0,39.0,266.0,480.0,31,1993,1.61,4.42,0.76,Action,Thriller,Drama,Adventure,Crime
movie_432,user_22121,3.0,841365142,0,1994,Adventure,Comedy,Western,2737,2.74,0.94,225.0,377.0,19.0,47.0,110.0,47,1993,1.69,3.3,0.46,Thriller,Drama,Adventure,Comedy,Action
movie_446,user_21331,4.0,836938535,1,1993,Drama,Romance,,847,3.96,0.91,278.0,271.0,35.0,360.0,450.0,100,1993,6.44,4.25,0.9,Drama,Comedy,Romance,Action,Thriller
movie_45,user_9009,3.5,1141736072,1,1995,Comedy,Drama,Thriller,1910,3.39,0.96,356.0,19.0,,,,3,1994,0.58,3.67,0.58,Comedy,Romance,War,Drama,
movie_454,user_26005,3.0,831630608,0,1993,Drama,Thriller,,5500,3.51,0.81,364.0,509.0,46.0,57.0,247.0,47,1993,2.97,3.51,0.8,Drama,Crime,Comedy,Children,Thriller
movie_457,user_14838,5.0,849259071,1,1993,Thriller,,,10736,3.97,0.78,150.0,296.0,,,,7,1993,2.45,3.43,0.79,Drama,Thriller,Adventure,IMAX,Crime
movie_457,user_15555,4.0,900953156,1,1993,Thriller,,,10736,3.97,0.78,22.0,50.0,441.0,784.0,410.0,78,1991,9.7,3.88,0.68,Drama,Comedy,Thriller,Crime,Romance
movie_457,user_18726,4.0,855754521,1,1993,Thriller,,,10736,3.97,0.78,587.0,500.0,230.0,318.0,480.0,24,1993,3.98,4.29,0.86,Drama,Thriller,Action,Comedy,Adventure
movie_47,user_29549,4.5,1160333203,1,1995,Mystery,Thriller,,9335,4.06,0.87,778.0,18.0,527.0,367.0,296.0,28,1993,3.72,2.62,1.23,Comedy,Drama,Crime,Thriller,War
movie_47,user_5925,1.5,1111478095,0,1995,Mystery,Thriller,,9335,4.06,0.87,6.0,588.0,18.0,481.0,542.0,53,1992,7.87,3.31,1.31,Action,Thriller,Drama,Comedy,Adventure
movie_475,user_13772,5.0,907689045,1,1993,Drama,,,1987,3.94,0.8,261.0,11.0,337.0,62.0,506.0,31,1993,1.38,4.06,1.0,Drama,Crime,Romance,Thriller,Comedy
movie_497,user_675,4.0,866569056,1,1993,Comedy,Romance,,3047,3.88,0.91,288.0,218.0,356.0,265.0,372.0,75,1994,4.08,3.43,0.77,Drama,Thriller,Crime,Romance,Comedy
movie_499,user_23459,3.0,946072277,0,1993,Comedy,Romance,,84,2.7,0.84,586.0,10.0,848.0,911.0,965.0,96,1986,17.59,3.53,1.2,Drama,Romance,Comedy,Thriller,Crime
movie_50,user_20158,4.5,1155354269,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,377.0,608.0,32.0,527.0,780.0,27,1991,8.36,3.74,0.93,Thriller,Action,Adventure,Drama,Crime
movie_50,user_7762,4.5,1314552719,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,858.0,296.0,527.0,,,4,1988,11.24,4.38,1.25,Drama,Crime,Thriller,War,Comedy
movie_500,user_11563,3.5,1217544360,1,1993,Comedy,Drama,,7349,3.39,0.96,353.0,253.0,296.0,778.0,47.0,13,1993,6.38,4.0,1.02,Drama,Thriller,Crime,Horror,Mystery
movie_500,user_14899,3.0,864503594,0,1993,Comedy,Drama,,7349,3.39,0.96,230.0,300.0,594.0,364.0,595.0,33,1991,11.05,3.94,0.86,Drama,Thriller,Crime,Action,Adventure
movie_500,user_2162,5.0,836418463,1,1993,Comedy,Drama,,7349,3.39,0.96,350.0,204.0,261.0,377.0,440.0,41,1993,1.45,3.83,0.97,Drama,Action,Adventure,Thriller,Romance
movie_509,user_18333,2.0,945587592,0,1993,Drama,Romance,,3720,3.71,1.05,597.0,539.0,516.0,225.0,282.0,86,1994,1.58,3.29,1.1,Drama,Thriller,Action,Comedy,Romance
movie_529,user_23843,4.0,839633420,1,1993,Drama,,,2358,3.83,0.82,262.0,596.0,198.0,514.0,183.0,100,1992,8.39,3.75,0.77,Drama,Thriller,Romance,Comedy,Action
movie_535,user_1436,3.0,840205489,0,1993,Drama,,,1210,3.78,0.94,125.0,41.0,800.0,778.0,247.0,59,1993,1.52,3.36,0.91,Thriller,Drama,Crime,Comedy,Mystery
movie_539,user_23843,3.0,839631155,0,1993,Comedy,Drama,Romance,6177,3.5,0.97,527.0,586.0,39.0,266.0,500.0,47,1993,1.65,3.55,1.19,Drama,Thriller,Comedy,Action,Romance
movie_553,user_11722,3.5,1074385014,1,1993,Action,Drama,Western,3208,3.68,0.92,588.0,1.0,364.0,589.0,480.0,6,1993,1.63,4.08,0.49,Adventure,Children,Animation,Action,Sci-Fi
movie_562,user_20219,1.0,867630123,0,1995,Comedy,Drama,,1349,3.75,0.99,725.0,63.0,694.0,18.0,104.0,98,1995,3.08,2.78,0.91,Action,Adventure,Comedy,Thriller,Crime
movie_562,user_2088,3.0,854968307,0,1995,Comedy,Drama,,1349,3.75,0.99,223.0,509.0,452.0,541.0,50.0,75,1994,2.7,3.28,0.73,Drama,Thriller,Action,Romance,Crime
movie_574,user_1436,3.0,847466474,0,1994,Comedy,Drama,,291,3.35,1.0,911.0,858.0,70.0,541.0,750.0,100,1987,16.37,3.31,0.93,Comedy,Drama,Thriller,Romance,Crime
movie_586,user_29912,4.0,866820592,1,1990,Children,Comedy,,6155,3.09,1.0,367.0,500.0,786.0,141.0,,33,1994,3.27,2.61,1.06,Comedy,Action,Drama,Thriller,Fantasy
movie_588,user_4937,4.0,997247945,1,1992,Adventure,Animation,Children,8980,3.67,0.92,754.0,153.0,577.0,8.0,362.0,100,1990,12.95,3.58,1.17,Drama,Romance,Adventure,Children,Comedy
movie_592,user_16974,3.5,1227452010,1,1989,Action,Crime,Thriller,10028,3.4,0.84,480.0,356.0,593.0,296.0,527.0,23,1988,13.34,3.76,1.01,Comedy,Drama,Sci-Fi,Action,Thriller
movie_592,user_3606,5.0,1129822388,1,1989,Action,Crime,Thriller,10028,3.4,0.84,457.0,480.0,356.0,593.0,296.0,9,1987,18.02,3.83,0.87,Thriller,Crime,Drama,Comedy,Action
movie_592,user_8433,4.0,1388375901,1,1989,Action,Crime,Thriller,10028,3.4,0.84,589.0,110.0,480.0,593.0,356.0,10,1986,10.86,4.35,0.41,Drama,Action,Sci-Fi,Adventure,Thriller
movie_595,user_16974,3.5,1227452088,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,165.0,344.0,377.0,648.0,588.0,33,1990,11.37,3.74,0.89,Comedy,Action,Thriller,Adventure,Drama
movie_595,user_21259,5.0,1083866147,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,588.0,780.0,1.0,589.0,380.0,22,1988,13.65,4.48,0.79,Comedy,Action,Adventure,Thriller,Drama
movie_596,user_2136,5.0,1145932972,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,594.0,595.0,364.0,509.0,11.0,45,1991,11.8,4.26,0.48,Romance,Drama,Comedy,Action,Thriller
movie_597,user_18333,4.0,945587445,1,1990,Comedy,Romance,,7314,3.41,0.98,539.0,516.0,225.0,282.0,802.0,85,1994,1.52,3.28,1.11,Drama,Thriller,Action,Comedy,Romance
movie_597,user_21331,4.0,836937085,1,1990,Comedy,Romance,,7314,3.41,0.98,539.0,151.0,186.0,196.0,252.0,49,1993,1.37,4.39,0.79,Drama,Action,Comedy,Thriller,Romance
movie_648,user_29865,4.5,1360352218,1,1996,Action,Adventure,Mystery,8117,3.37,0.9,780.0,292.0,10.0,163.0,165.0,19,1994,1.3,3.68,0.73,Action,Thriller,Adventure,Crime,Drama
movie_648,user_6731,5.0,1145526738,1,1996,Action,Adventure,Mystery,8117,3.37,0.9,329.0,292.0,480.0,296.0,165.0,24,1993,1.57,4.6,0.44,Thriller,Action,Sci-Fi,Adventure,Drama
movie_662,user_4937,2.5,1199911107,0,1996,Thriller,,,640,3.22,0.99,282.0,609.0,552.0,628.0,509.0,55,1988,16.96,3.23,1.3,Drama,Romance,Comedy,Thriller,Children
movie_663,user_24269,3.0,856815545,0,1996,Comedy,,,724,3.4,1.01,26.0,41.0,832.0,805.0,58.0,29,1994,3.49,2.97,1.15,Drama,Thriller,Crime,Romance,Comedy
movie_7,user_14899,3.0,864502881,0,1995,Comedy,Romance,,2812,3.36,0.96,260.0,62.0,780.0,95.0,,5,1992,8.4,4.0,0.71,Action,Adventure,Sci-Fi,Thriller,Drama
movie_7,user_23843,3.0,839632297,0,1995,Comedy,Romance,,2812,3.36,0.96,121.0,422.0,648.0,475.0,534.0,100,1993,6.48,3.81,0.96,Drama,Thriller,Romance,Action,Comedy
movie_708,user_18333,3.0,945587326,0,1996,Comedy,Romance,,3337,3.39,0.91,516.0,225.0,282.0,802.0,24.0,82,1994,1.52,3.28,1.1,Drama,Thriller,Action,Comedy,Romance
movie_719,user_21783,3.0,938851035,0,1996,Comedy,,,1683,2.94,0.96,818.0,466.0,485.0,552.0,135.0,39,1994,1.63,3.49,0.79,Comedy,Romance,Drama,Action,Fantasy
movie_733,user_28197,3.0,1037154752,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,,,,,,2,1995,0.0,2.5,0.71,,,,,
movie_74,user_20219,3.0,867629875,0,1996,Drama,Romance,,786,3.34,1.01,104.0,653.0,112.0,260.0,733.0,55,1994,4.06,2.93,0.88,Action,Adventure,Thriller,Sci-Fi,Mystery
movie_750,user_9993,5.0,1117224420,1,1964,Comedy,War,,5151,4.24,0.88,471.0,923.0,16.0,,,5,1984,24.05,3.6,0.82,Drama,Mystery,Crime,Comedy,
movie_761,user_1436,3.0,847472108,0,1996,Action,Adventure,,789,2.78,1.0,81.0,924.0,318.0,17.0,527.0,100,1986,17.32,3.31,0.86,Drama,Comedy,Romance,Crime,Thriller
movie_765,user_24269,1.0,856815545,0,1996,Comedy,Drama,,1063,3.05,1.01,26.0,41.0,832.0,805.0,58.0,31,1994,3.39,2.9,1.16,Drama,Thriller,Crime,Romance,Comedy
movie_783,user_7252,4.0,842960342,1,1996,Animation,Children,Drama,2215,3.25,1.09,733.0,610.0,362.0,272.0,780.0,48,1993,2.4,3.29,0.92,Drama,Action,Thriller,Adventure,Romance
movie_805,user_18333,4.0,945586007,1,1996,Drama,Thriller,,2550,3.67,0.9,454.0,832.0,161.0,62.0,151.0,72,1994,1.58,3.26,1.07,Drama,Action,Thriller,Adventure,Crime
movie_836,user_20219,2.0,867630046,0,1996,Action,Adventure,Thriller,1049,2.93,0.98,694.0,18.0,104.0,653.0,112.0,85,1995,3.3,2.79,0.94,Action,Adventure,Thriller,Drama,Comedy
movie_852,user_23843,4.0,864044616,1,1996,Comedy,Drama,Romance,2262,3.2,0.92,882.0,653.0,799.0,999.0,708.0,100,1994,6.0,3.53,0.72,Drama,Comedy,Thriller,Romance,Action
movie_858,user_12529,3.5,1164285934,1,1972,Crime,Drama,,8996,4.35,0.86,318.0,902.0,,,,2,1977,23.33,3.75,0.35,Drama,Romance,Crime,,
movie_858,user_7273,5.0,883395879,1,1972,Crime,Drama,,8996,4.35,0.86,745.0,,,,,3,1994,0.58,3.33,0.58,Children,Comedy,Animation,,
movie_899,user_26082,4.0,1218407235,1,1952,Comedy,Musical,Romance,2221,4.08,0.95,969.0,,,,,7,1978,19.89,1.5,1.22,Romance,Adventure,War,Comedy,
movie_904,user_27317,4.0,1350267807,1,1954,Mystery,Thriller,,3845,4.25,0.77,912.0,919.0,527.0,262.0,,5,1972,29.33,4.4,0.82,Drama,Children,Romance,Adventure,Musical
movie_919,user_14369,4.0,1293689160,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,940.0,593.0,858.0,50.0,527.0,22,1983,18.02,4.14,0.68,Drama,Adventure,Action,Sci-Fi,Thriller
movie_919,user_2136,4.5,1073528684,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,179.0,539.0,5.0,223.0,232.0,15,1994,1.3,4.47,0.44,Drama,Romance,Comedy,Crime,Action
movie_92,user_24269,3.0,856815498,0,1996,Drama,Horror,Thriller,512,2.78,1.03,26.0,41.0,832.0,805.0,58.0,28,1994,3.55,2.96,1.17,Drama,Thriller,Crime,Romance,Comedy
movie_920,user_23459,3.0,953345932,0,1939,Drama,Romance,War,3103,3.82,1.1,265.0,971.0,111.0,593.0,994.0,100,1981,20.43,4.09,1.1,Drama,Comedy,Thriller,Romance,Mystery
movie_924,user_23318,4.5,1299123421,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,1.0,434.0,587.0,593.0,480.0,10,1992,2.06,4.1,0.46,Adventure,Drama,Action,Thriller,Comedy
movie_953,user_25912,5.0,1111630822,1,1946,Drama,Fantasy,Romance,3081,4.04,0.99,520.0,163.0,,,,3,1994,1.0,3.0,1.73,Action,Romance,Western,Comedy,
movie_1,user_2756,4.0,1025403563,1,1995,Adventure,Animation,Children,10759,3.91,0.89,39.0,588.0,592.0,515.0,608.0,57,1983,18.34,3.61,1.13,Drama,Comedy,Romance,Thriller,Crime
movie_10,user_13985,4.0,913748771,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,480.0,,,,,4,1994,1.15,3.5,1.0,Action,Sci-Fi,Thriller,Adventure,
movie_105,user_28524,5.0,842361994,1,1995,Drama,Romance,,2087,3.3,1.15,508.0,357.0,539.0,225.0,500.0,26,1993,1.77,3.77,0.95,Drama,Romance,Comedy,Thriller,Action
movie_110,user_11313,3.5,1062086225,1,1995,Action,Drama,War,11637,4.04,0.97,593.0,318.0,480.0,356.0,940.0,13,1979,23.91,3.38,0.89,Crime,Drama,Action,Thriller,Romance
movie_111,user_19582,5.0,942443130,1,1976,Crime,Drama,Thriller,5305,4.12,0.85,750.0,923.0,858.0,457.0,908.0,8,1976,20.48,4.75,0.46,Drama,War,Thriller,Romance,Mystery
movie_141,user_28449,3.0,965350726,0,1996,Comedy,,,4859,3.52,0.96,551.0,353.0,26.0,536.0,851.0,100,1994,1.26,3.91,0.79,Drama,Thriller,Comedy,Crime,Action
movie_141,user_29097,3.0,978045807,0,1996,Comedy,,,4859,3.52,0.96,902.0,236.0,339.0,708.0,539.0,31,1993,6.18,3.29,0.94,Romance,Comedy,Drama,Action,Thriller
movie_144,user_7362,4.0,831418374,1,1995,Comedy,,,1010,3.47,0.89,260.0,308.0,307.0,306.0,319.0,65,1993,3.23,3.74,0.99,Drama,Thriller,Action,Crime,Romance
movie_150,user_18386,4.0,864737449,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,919.0,318.0,920.0,904.0,969.0,23,1983,20.51,3.61,1.08,Drama,Romance,Adventure,Fantasy,Comedy
movie_150,user_19582,5.0,946162553,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,111.0,750.0,923.0,858.0,457.0,9,1976,19.16,4.78,0.44,Drama,Thriller,War,Romance,Mystery
movie_150,user_2393,4.5,1216136468,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,50.0,858.0,765.0,898.0,,6,1982,22.67,3.75,1.86,Drama,Crime,Comedy,Thriller,Romance
movie_150,user_24528,4.0,975220724,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,296.0,608.0,589.0,232.0,50.0,18,1993,5.5,3.89,1.11,Thriller,Action,Crime,Drama,Adventure
movie_16,user_27125,4.0,848340798,1,1995,Crime,Drama,,3846,3.81,0.85,497.0,48.0,370.0,333.0,168.0,69,1993,6.98,3.61,0.91,Action,Thriller,Drama,Comedy,Adventure
movie_161,user_21515,3.0,845468583,0,1995,Drama,Thriller,War,5113,3.74,0.8,10.0,292.0,110.0,457.0,593.0,19,1993,1.89,3.58,1.17,Thriller,Action,Adventure,Crime,Drama
